date,open,high,low,close,volume,daily_return,rsi,macd,macd_signal,target,SMA_10,SMA_50,y_pred_crossover,y_pred_rsi,y_pred,y_pred_best,y_pred_xgb,y_pred_svm
2000-04-03,135.5,139.5,129.44,133.31,2933600.0,-0.018408070097930884,54.75098905433483,4.831926782573731,5.248413715891784,-1,136.863,119.31299999999999,1,0,0,0,0,0
2000-04-04,132.63,133.0,116.75,127.31,5895800.0,-0.04500787637836623,49.74059768002195,4.035328880914236,5.005796748896275,1,136.1,119.7342,1,0,0,0,0,0
2000-04-05,126.47,132.88,124.0,130.38,4086300.0,0.024114366506951423,52.15329861688423,3.6101273467831163,4.726662868473643,-1,134.719,120.0968,1,0,0,0,0,0
2000-04-06,130.63,134.5,123.25,125.19,2318100.0,-0.03980671882190523,47.9615693571818,2.8218340952925587,4.345697113837426,1,133.10700000000003,120.3968,1,0,0,0,0,0
2000-04-07,127.25,131.88,125.5,131.75,2164600.0,0.052400351465772044,53.09333871128841,2.6953726122695514,4.015632213523851,-1,132.413,120.8318,1,0,0,0,0,0
2000-04-10,131.69,132.75,124.75,125.0,1895200.0,-0.05123339658444026,47.86302543830556,2.027115067311115,3.6179287842813044,-1,130.95700000000002,121.2994,1,0,0,0,0,0
2000-04-11,123.5,124.87,118.06,119.44,4837700.0,-0.044479999999999964,44.01657928993045,1.036917673770347,3.1017265621791132,-1,128.988,121.61320000000002,1,0,0,0,0,0
2000-04-12,119.0,119.0,104.87,109.25,8403000.0,-0.08531480241125244,37.9906945706089,-0.5635722234341927,2.3686668050564523,1,126.319,121.79320000000001,1,0,0,0,0,0
2000-04-13,111.5,120.0,108.5,113.81,4730600.0,0.04173913043478272,41.82855953843054,-1.4473341403501792,1.605466615975126,-1,125.125,122.0932,1,0,0,0,0,0
2000-04-14,109.31,118.0,109.0,111.87,5960900.0,-0.017045953782620082,40.67514995151769,-2.278004199012557,0.8287724529775897,1,122.731,122.26439999999998,1,0,0,0,0,0
2000-04-17,109.5,123.94,109.06,123.87,3656800.0,0.10726736390453206,49.881239038568964,-1.9455889549558663,0.2739001713908985,1,121.787,122.58179999999999,0,0,0,0,0,0
2000-04-18,123.5,126.87,119.37,126.87,3490400.0,0.024218939210462587,51.89120052402678,-1.423661467960386,-0.06561215647935842,-1,121.74299999999998,122.83800000000001,0,0,0,0,0,0
2000-04-19,126.19,130.25,119.75,121.12,4644200.0,-0.04532198313234015,47.924104694899064,-1.4572093175455905,-0.3439315886926049,-1,120.81700000000001,122.96300000000001,0,0,0,0,0,0
2000-04-20,123.69,124.75,117.06,118.87,6447500.0,-0.01857661822985468,46.428345979918575,-1.6463740507813327,-0.6044200811103505,1,120.18499999999999,123.08800000000001,0,0,0,0,0,0
2000-04-24,115.0,120.5,114.75,120.5,3960900.0,0.013712458988811349,47.701802221780035,-1.6457894508858857,-0.8126939550654576,1,119.05999999999999,123.22800000000001,0,0,0,0,0,0
2000-04-25,122.12,128.75,122.06,128.31,3496800.0,0.06481327800829884,53.41574911893609,-1.003556052667122,-0.8508663745857905,-1,119.39099999999999,123.6192,0,0,0,0,0,0
2000-04-26,126.62,128.0,120.0,121.31,3276000.0,-0.05455537370430985,48.31999942823413,-1.0473497600151802,-0.8901630516716685,1,119.578,123.7292,0,0,0,0,0,0
2000-04-27,117.19,127.0,116.58,126.75,2916100.0,0.04484378864067273,52.141088188402904,-0.6357653454301584,-0.8392835104233665,-1,121.32800000000002,123.8842,0,0,0,0,0,0
2000-04-28,127.12,127.5,121.31,124.06,2228400.0,-0.02122287968441816,50.165887712103434,-0.5206406292119254,-0.7755549341810782,1,122.353,124.083,0,0,0,0,0,0
2000-05-01,124.87,125.12,121.87,124.31,2019600.0,0.0020151539577624167,50.35411680277397,-0.4045669554886899,-0.7013573384426006,-1,123.59700000000001,124.2718,0,0,0,0,0,0
2000-05-02,123.25,126.25,117.5,117.87,2111000.0,-0.05180596894859624,45.57828981476514,-0.822747787124456,-0.7256354281789718,-1,122.997,124.4042,0,0,0,0,0,0
2000-05-03,118.94,121.25,111.62,115.06,4373200.0,-0.023839823534402282,43.63364524723775,-1.3651658428262579,-0.853541511108429,-1,121.816,124.4292,0,0,0,0,0,0
2000-05-04,115.12,115.25,110.56,110.69,3567100.0,-0.037980184251694804,40.72367234953071,-2.1231837970903484,-1.107469968304813,1,120.773,124.318,0,0,0,0,0,0
2000-05-05,110.81,114.75,110.72,113.12,2536400.0,0.02195320263799805,43.00008593456424,-2.499030527102491,-1.3857820800643488,-1,120.19800000000001,124.2764,0,0,0,0,0,0
2000-05-08,112.09,113.69,110.0,110.12,1650900.0,-0.026520509193776465,40.91121356380815,-3.0043345973159745,-1.709492583514674,-1,119.16000000000001,124.2714,0,0,0,0,0,0
2000-05-09,110.31,111.25,104.87,105.44,2920900.0,-0.04249909189974577,37.82431120973951,-3.73932400164486,-2.1154588671407115,-1,116.873,124.1152,0,0,0,0,0,0
2000-05-10,104.06,105.0,98.75,99.31,4777600.0,-0.058137329286798156,34.185785880380394,-4.761559871114557,-2.6446790679354804,1,114.673,123.809,0,0,0,0,0,0
2000-05-11,101.37,104.25,99.0,102.81,4462000.0,0.03524317792770115,37.86122565149201,-5.228991850088093,-3.161541624366003,1,112.279,123.259,0,0,0,0,0,0
2000-05-12,106.0,110.5,104.77,107.62,2740300.0,0.04678533216613179,42.605013760282404,-5.15192013161905,-3.559617325816613,-1,110.63499999999999,122.97139999999999,0,0,0,0,0,0
2000-05-15,108.06,108.06,100.12,101.0,6061900.0,-0.06151272997584101,38.27422857996453,-5.560916134167584,-3.9598770874868077,1,108.304,122.4314,0,0,0,0,0,0
2000-05-16,104.52,109.06,102.75,105.69,3932600.0,0.04643564356435648,42.71678406317952,-5.443851279934478,-4.256671925976342,-1,107.08599999999998,122.03140000000002,0,0,0,0,0,0
2000-05-17,103.62,103.69,100.37,101.37,3554400.0,-0.04087425489639507,39.870283675400046,-5.634710994937777,-4.532279739768629,-1,105.71700000000001,121.60140000000001,0,0,0,0,0,0
2000-05-18,103.0,104.94,100.62,100.75,3337300.0,-0.006116207951070374,39.46383602071276,-5.769490418431104,-4.779721875501124,-1,104.723,121.17640000000002,0,0,0,0,0,0
2000-05-19,99.25,99.25,93.37,94.0,6613100.0,-0.0669975186104218,35.250575840581035,-6.347799192752859,-5.093337338951471,-1,102.811,120.61140000000002,0,0,0,0,0,0
2000-05-22,93.75,93.75,86.0,89.94,6745600.0,-0.04319148936170214,32.97048936652138,-7.052425164739972,-5.485154904109171,-1,100.79299999999999,119.8952,0,0,0,0,0,0
2000-05-23,90.5,93.37,85.62,85.81,4621300.0,-0.04591950189014893,30.788829781480217,-7.853571722111752,-5.958838267709688,1,98.83,119.18520000000001,0,0,0,0,0,0
2000-05-24,86.19,89.75,83.0,87.69,6057700.0,0.02190886843025286,32.96336419735297,-8.241779746011446,-6.4154265633700405,-1,97.668,118.654,0,0,0,0,0,0
2000-05-25,88.5,92.66,86.0,87.27,3631700.0,-0.004789599726308658,32.71606241536584,-8.485512189283142,-6.8294436885526615,-1,96.114,118.07440000000001,0,0,0,0,0,0
2000-05-26,88.0,89.87,85.25,86.37,1617400.0,-0.010312822275695965,32.159287024844545,-8.651564534418725,-7.193867857725875,1,93.989,117.37060000000001,0,0,0,0,0,0
2000-05-30,87.62,88.12,81.75,87.56,6366600.0,0.013777932152367667,33.76437837744942,-8.588140422665475,-7.472722370713795,-1,92.64500000000001,116.62180000000001,0,0,0,0,0,0
2000-05-31,86.87,91.25,83.81,84.0,3870600.0,-0.04065783462768391,31.372975324451644,-8.724567224879706,-7.7230913415469775,1,90.476,115.8418,0,0,0,0,0,0
2000-06-01,81.75,89.56,80.37,89.12,8070000.0,0.06095238095238109,38.1570253003523,-8.323596004678564,-7.843192274173296,1,89.251,114.9254,0,0,0,0,0,0
2000-06-02,93.75,99.75,89.0,92.56,7079000.0,0.03859964093357271,42.28516593782993,-7.640173014439142,-7.802588422226465,-1,88.43199999999999,113.89280000000001,0,0,0,0,0,0
2000-06-05,93.31,95.25,89.69,91.31,2889900.0,-0.013504753673292957,41.2087265976714,-7.117375252690991,-7.665545788319371,1,88.163,112.89280000000001,0,0,0,0,0,0
2000-06-06,91.97,96.75,90.31,92.87,4691800.0,0.017084656664111186,43.15365378248433,-6.502221732772185,-7.432880977209935,1,88.456,111.97640000000001,0,0,0,0,0,0
2000-06-07,93.62,97.0,91.62,96.56,3009100.0,0.03973296005168514,47.57181682892144,-5.65180547947088,-7.0766658776621245,-1,89.53099999999999,111.1164,0,0,0,0,0,0
2000-06-08,97.62,98.5,93.12,94.81,2129700.0,-0.018123446561723267,45.75555129610394,-5.060718039084136,-6.673476309946527,1,90.24300000000001,110.23,0,0,0,0,0,0
2000-06-09,96.75,97.94,94.37,95.75,2253200.0,0.00991456597405338,46.92767171672642,-4.464957588193286,-6.23177256559588,-1,91.09100000000001,109.42620000000001,0,0,0,0,0,0
2000-06-12,96.37,96.44,90.87,91.19,2592300.0,-0.047624020887728435,42.16756067889852,-4.311071678370624,-5.847632388150829,1,91.57300000000001,108.735,0,0,0,0,0,0
2000-06-13,91.19,94.69,88.19,94.5,3138000.0,0.03629783967540301,46.416377257462266,-3.877331188585117,-5.453572148237686,-1,92.267,107.90879999999999,0,0,0,0,0,0
2000-06-14,94.69,96.25,90.12,90.44,2477200.0,-0.04296296296296298,42.31031565508698,-3.8171945519886634,-5.126296628987882,1,92.911,107.05140000000002,0,0,0,0,0,0
2000-06-15,91.25,93.37,89.0,92.37,2219400.0,0.021340114993365855,44.80969938203243,-3.5726180469402777,-4.815560912578361,-1,93.236,106.3526,0,0,0,0,0,0
2000-06-16,93.5,93.75,89.06,91.19,2710400.0,-0.01277471040381084,43.56690059241502,-3.4344157361822596,-4.539331877299141,1,93.099,105.5688,0,0,0,0,0,0
2000-06-19,90.56,97.87,89.81,96.62,3517900.0,0.05954600285118983,50.38611758121147,-2.8538365384523843,-4.202232809529789,1,93.63,104.9974,0,0,0,0,0,0
2000-06-20,98.5,103.94,98.37,101.25,4476700.0,0.04791968536534874,55.3414322945692,-1.997099713581946,-3.761206190340221,-1,94.46799999999999,104.3874,0,0,0,0,0,0
2000-06-21,50.5,56.94,50.31,55.63,4375000.0,-0.4505679012345679,26.86728318533703,-4.942310466591351,-3.997427045590447,-1,90.375,103.0,0,1,0,0,0,0
2000-06-22,55.75,57.63,53.56,53.75,8352000.0,-0.03379471508179044,26.267483707613152,-7.343460652378312,-4.66663376694802,-1,86.26899999999999,101.68619999999999,0,1,0,0,0,0
2000-06-23,53.78,54.63,50.81,51.69,3660100.0,-0.03832558139534892,25.59326306446664,-9.30534799848057,-5.59437661325453,1,81.863,100.535,0,1,0,0,0,0
2000-06-26,52.5,54.75,52.13,54.13,3309900.0,0.04720448829560864,27.95217505382415,-10.541751497580876,-6.583851590119799,-1,78.15700000000001,99.34140000000001,0,1,0,0,0,0
2000-06-27,53.78,55.5,51.63,51.75,3633400.0,-0.043968224644374665,27.051310293645102,-11.58016732738787,-7.583114737573414,1,73.882,98.13900000000001,0,1,0,0,0,0
2000-06-28,53.31,55.38,51.5,54.44,5114800.0,0.05198067632850245,29.804970559809064,-12.047186369802034,-8.475929064019137,-1,70.282,96.75040000000001,0,1,0,0,0,0
2000-06-29,53.06,53.94,51.06,51.25,3636800.0,-0.05859662013225564,28.434223504244358,-12.530267541268373,-9.286796759468984,1,66.16999999999999,95.238,0,1,0,0,0,0
2000-06-30,52.81,54.94,51.69,52.38,5769600.0,0.022048780487804898,29.668160665422846,-12.67581241872756,-9.9645998913207,1,62.289,93.86319999999999,0,1,0,0,0,0
2000-07-03,52.13,54.31,52.13,53.31,1264800.0,0.017754868270332125,30.72678575696881,-12.571201568660221,-10.485920226788606,-1,57.958000000000006,92.55199999999999,0,0,0,0,0,0
2000-07-05,53.25,55.19,50.75,51.63,4736000.0,-0.03151378728193588,29.852639776106187,-12.479997038622734,-10.884735589155431,1,52.996,91.1746,0,1,0,0,0,0
2000-07-06,52.5,52.94,49.63,51.81,5527600.0,0.0034863451481697005,30.082150404556998,-12.251959335161757,-11.158180338356697,1,52.614,89.64460000000001,0,0,0,0,0,0
2000-07-07,52.59,54.81,52.13,54.44,4707200.0,0.050762401080872266,33.50545404125984,-11.723873278773127,-11.271318926439983,1,52.68300000000001,88.3072,0,0,0,0,0,0
2000-07-10,54.09,58.25,53.75,57.13,7103500.0,0.04941219691403398,36.908065925958994,-10.961938353924218,-11.209442811936832,-1,53.227,86.9148,0,0,0,0,0,0
2000-07-11,57.0,59.25,55.44,56.94,6391000.0,-0.003325748293366071,36.76496365199946,-10.255215112473657,-11.018597272044197,1,53.508,85.57240000000002,0,0,0,0,0,0
2000-07-12,58.13,58.94,56.38,58.88,4025600.0,0.034070951879171085,39.350697783878765,-9.429888184129496,-10.700855454461257,-1,54.221000000000004,84.2638,0,0,0,0,0,0
2000-07-13,58.5,60.63,54.75,56.5,7958200.0,-0.04042119565217395,37.33378099234626,-8.86565895896949,-10.333816155362904,1,54.427,83.03640000000001,0,0,0,0,0,0
2000-07-14,57.13,59.0,56.88,57.69,3397800.0,0.021061946902654727,39.016843068647596,-8.227637099268975,-9.91258034414412,1,55.071000000000005,81.889,0,0,0,0,0,0
2000-07-17,58.25,58.81,57.13,58.31,4642900.0,0.010747096550528745,39.92217996331157,-7.584541487261234,-9.446972572767542,-1,55.664,80.84140000000001,0,0,0,0,0,0
2000-07-18,58.5,58.88,56.88,57.25,5685800.0,-0.01817870005144917,38.85999079362877,-7.078816532129693,-8.973341364639973,-1,56.05799999999999,79.72399999999999,0,0,0,0,0,0
2000-07-19,55.19,56.81,51.75,52.69,8176300.0,-0.0796506550218341,34.59564238205441,-6.965683686575012,-8.57180982902698,1,56.164,78.5754,0,0,0,0,0,0
2000-07-20,55.0,57.06,54.13,55.13,8313800.0,0.04630859745682292,38.48552904481782,-6.603021956450114,-8.178052254511607,-1,56.496,77.5692,0,0,0,0,0,0
2000-07-21,54.36,55.63,52.94,53.56,3504200.0,-0.02847814257210235,36.962237518761135,-6.368879325082169,-7.81621766862572,-1,56.408,76.6542,0,0,0,0,0,0
2000-07-24,52.56,52.88,47.5,48.69,7360200.0,-0.0909260642270352,32.645787585958686,-6.501344450647657,-7.553243025030108,1,55.564,75.5718,0,0,0,0,0,0
2000-07-25,50.31,50.63,49.06,50.06,3778700.0,0.028137194495789775,34.94728335767918,-6.421750523946578,-7.326944524813403,0,54.876,74.42060000000001,0,0,0,0,0,0
2000-07-26,49.84,51.25,49.25,50.06,3758400.0,0.0,34.94728335767918,-6.286208267711295,-7.118797273392982,1,53.99400000000001,73.40180000000001,0,0,0,0,0,0
2000-07-27,50.0,53.25,49.88,52.0,5267600.0,0.038753495805033955,38.40388453153461,-5.953618656498911,-6.885761550014168,-1,53.544000000000004,72.328,0,0,0,0,0,0
2000-07-28,52.28,52.5,46.88,48.31,4248100.0,-0.07096153846153841,34.63425238457326,-5.919554218580387,-6.692520083727413,1,52.60600000000001,71.2668,0,0,0,0,0,0
2000-07-31,49.16,51.63,48.75,50.81,2773200.0,0.051749120264955595,39.002752776379886,-5.625976049629067,-6.479211276907744,-1,51.85600000000001,70.268,0,0,0,0,0,0
2000-08-01,50.31,51.16,49.25,49.31,2451500.0,-0.029521747687463074,37.38819860508013,-5.451509096181397,-6.273670840762476,-1,51.062,69.3742,0,0,0,0,0,0
2000-08-02,49.0,49.94,47.19,47.25,2899200.0,-0.04177651591969178,35.23122069991555,-5.417023487683288,-6.102341370146639,1,50.518,68.5204,0,0,0,0,0,0
2000-08-03,45.56,48.06,44.25,48.0,6069600.0,0.015873015873015817,36.663874881544324,-5.268443327319439,-5.935561761581199,-1,49.805,67.7642,0,0,0,0,0,0
2000-08-04,49.47,51.25,46.31,47.38,4698600.0,-0.012916666666666576,35.955831119126614,-5.14145381903073,-5.776740173071106,1,49.187,66.958,0,0,0,0,0,0
2000-08-07,47.88,49.06,47.19,47.94,3345500.0,0.011819333051920511,37.1366953493787,-4.93869618354492,-5.60913137516587,-1,49.112,66.1714,0,0,0,0,0,0
2000-08-08,47.94,48.0,46.31,46.75,3154900.0,-0.024822695035460973,35.63314443388988,-4.818487823166642,-5.451002664766024,1,48.781,65.37899999999999,0,0,0,0,0,0
2000-08-09,48.13,48.44,47.25,47.5,6779300.0,0.016042780748663166,37.354627927535624,-4.6095668818655255,-5.282715508185925,1,48.525,64.5778,0,0,0,0,0,0
2000-08-10,48.0,48.44,47.38,47.56,4494900.0,0.001263157894736855,37.49864192111493,-4.388565382192397,-5.10388548298722,1,48.081,63.849,0,0,0,0,0,0
2000-08-11,46.84,48.0,45.56,47.69,4251000.0,0.0027333894028593875,37.83211331923875,-4.155033547608689,-4.914115095911514,-1,48.019,63.0204,0,0,0,0,0,0
2000-08-14,47.59,47.69,46.31,47.06,2797500.0,-0.013210316628223806,36.8072076669807,-3.974972611138732,-4.726286598956958,-1,47.644,62.1104,0,0,0,0,0,0
2000-08-15,47.25,47.94,46.5,46.69,2039300.0,-0.00786230344241401,36.18716201109428,-3.818116064204844,-4.544652492006535,1,47.382,61.218,0,0,0,0,0,0
2000-08-16,46.88,49.0,46.81,48.5,2565600.0,0.03876633112015426,41.388721025734476,-3.5073239996360854,-4.337186793532446,1,47.507,60.330600000000004,0,0,0,0,0,0
2000-08-17,48.38,52.44,48.31,51.44,4837500.0,0.06061855670103089,48.702990502181386,-2.989326524550748,-4.067614739736106,-1,47.851,59.4282,0,0,0,0,0,0
2000-08-18,51.38,51.81,49.88,50.0,3396000.0,-0.027993779160186527,45.6951181087929,-2.664293442651392,-3.786950480319163,1,48.113,58.532,0,0,0,0,0,0
2000-08-21,50.25,51.56,49.63,50.5,2401200.0,0.010000000000000009,46.92091744563947,-2.3393895358339307,-3.497438291422117,1,48.369,57.626999999999995,0,0,0,0,0,0
2000-08-22,50.63,52.81,50.38,51.69,4942900.0,0.023564356435643585,49.8238660386311,-1.96324670814694,-3.1905999747670815,1,48.863,56.836999999999996,0,0,0,0,0,0
2000-08-23,51.47,54.75,51.06,54.31,4229700.0,0.05068678661249759,55.58355165843545,-1.4371718806640033,-2.839914355946466,1,49.544,56.033199999999994,0,0,0,0,0,0
2000-08-24,54.67,56.63,53.38,56.11,5549400.0,0.03314306757503216,59.0605131058888,-0.8650372223151024,-2.4449389292201933,1,50.399,55.34660000000001,0,0,0,0,0,0
2000-08-25,56.5,57.5,56.38,56.81,5972500.0,0.012475494564248901,60.36008114523749,-0.35108514272761226,-2.026168171921677,1,51.311,54.6354,0,0,0,0,0,0
2000-08-28,57.25,59.0,57.06,58.06,6410800.0,0.022003168456257605,62.640696550424195,0.15529993549879606,-1.5898745504375826,1,52.411,53.9728,0,0,0,0,0,0
2000-08-29,57.88,59.44,57.69,59.19,4768400.0,0.019462624870823175,64.62223629469639,0.6404130317103878,-1.1438170340079887,1,53.661,53.2242,1,0,0,0,0,0
2000-08-30,59.0,60.0,58.7,59.5,5096300.0,0.005237371177563732,65.16805656144687,1.0379185853609414,-0.7074699101342028,1,54.761,52.3892,1,0,0,0,0,0
2000-08-31,58.97,61.5,58.94,60.94,7492800.0,0.02420168067226891,67.6637669578949,1.4523982232881778,-0.2754962834497267,1,55.711,52.4954,1,0,0,0,0,0
2000-09-01,61.31,63.63,61.13,63.44,4587000.0,0.041023957991467075,71.48382493217656,1.9600116350740322,0.1716053002550251,-1,57.05499999999999,52.6892,1,0,0,0,0,0
2000-09-05,62.66,64.12,62.25,62.44,5332900.0,-0.015762925598991173,68.02223135260529,2.2556060558740683,0.5884054513788337,-1,58.249,52.9042,1,0,0,0,0,0
2000-09-06,61.38,62.38,57.75,58.44,6346500.0,-0.06406149903907754,56.28186947599433,2.14240389489548,0.899205140082163,1,58.924,52.9904,1,0,0,0,0,0
2000-09-07,59.13,62.56,58.25,62.0,3883300.0,0.0609171800136894,62.48744351759205,2.313286487919143,1.1820214096495592,-1,59.693000000000005,53.1954,1,0,0,0,0,0
2000-09-08,61.63,61.63,58.5,58.88,3491400.0,-0.05032258064516126,55.104992015610236,2.1719177333032746,1.3800006743803022,-1,59.970000000000006,53.2842,1,0,0,0,0,0
2000-09-11,58.69,60.38,58.13,58.44,3346100.0,-0.007472826086956652,54.13368131516312,2.0013078231819748,1.5042621041406368,-1,60.133,53.428000000000004,1,0,0,0,0,0
2000-09-12,57.34,60.06,57.0,57.75,3357100.0,-0.011806981519507098,52.56881754681523,1.7897894283783131,1.561367568988172,1,60.102,53.5354,1,0,0,0,0,0
2000-09-13,56.75,59.5,56.75,58.0,5464000.0,0.0043290043290042934,53.09784399124961,1.6236164475107415,1.5738173446926862,-1,59.98299999999999,53.6292,1,0,0,0,0,0
2000-09-14,58.56,59.63,56.81,56.86,7617000.0,-0.01965517241379311,50.34056301501523,1.3839810186542536,1.5358500794849996,-1,59.718999999999994,53.7338,1,0,0,0,0,0
2000-09-15,57.75,58.19,54.25,55.23,7044900.0,-0.028666901160745772,46.61336847130319,1.0504321097934195,1.4387664855466837,1,59.148,53.8022,1,0,0,0,0,0
2000-09-18,55.25,60.75,55.06,60.66,7581000.0,0.09831613253666482,57.81780614268877,1.2102962739646443,1.3930724432302761,-1,58.86999999999999,53.9266,1,0,0,0,0,0
2000-09-19,59.75,60.5,58.56,59.94,4848400.0,-0.011869436201780381,56.135471942181965,1.2643175276718495,1.367321460118591,1,58.620000000000005,53.982800000000005,1,0,0,0,0,0
2000-09-20,59.41,61.44,58.56,61.05,4060500.0,0.0185185185185186,58.15686178861008,1.3807807033379333,1.3700133087624595,-1,58.88099999999999,54.065,1,0,0,0,0,0
2000-09-21,58.5,59.63,55.25,56.69,9115900.0,-0.07141687141687136,48.6695688295266,1.1084851207020918,1.3177076711503861,-1,58.34999999999999,54.0212,1,0,0,0,0,0
2000-09-22,50.31,52.44,50.0,52.19,12976800.0,-0.07937907920268128,41.19921755448447,0.5235414577172932,1.1588744284637678,1,57.681,53.935,1,0,0,0,0,0
2000-09-25,52.75,55.5,52.06,53.5,7777700.0,0.025100593983521824,43.89881509868479,0.1637874031540747,0.9598570234018292,-1,57.187,53.8512,1,0,0,0,0,0
2000-09-26,53.31,54.75,51.38,51.44,5195300.0,-0.03850467289719628,40.731935348245344,-0.2842681940467884,0.7110319799121058,-1,56.556,53.7138,1,0,0,0,0,0
2000-09-27,51.75,52.75,48.25,48.94,7183200.0,-0.048600311041990696,37.222466480346874,-0.8314995799557607,0.4025256679385325,1,55.65,53.5476,1,0,0,0,0,0
2000-09-28,49.31,53.81,48.13,53.5,17492600.0,0.09317531671434409,46.30934224166002,-0.8870056563236943,0.14461940308608712,-1,55.314,53.5638,1,0,0,0,0,0
2000-09-29,28.19,29.0,25.37,25.75,132529300.0,-0.5186915887850467,23.765175294269298,-3.134060210101147,-0.5111165195513597,-1,52.366,52.9762,0,1,0,0,0,0
2000-10-02,26.69,26.75,23.5,24.25,43299800.0,-0.058252427184465994,23.11026259090829,-4.978515370922786,-1.404596289825645,-1,48.725,52.39,0,1,0,0,0,0
2000-10-03,24.94,25.0,22.19,22.31,36395000.0,-0.08000000000000007,22.256012746979764,-6.521623939989048,-2.4280018198583257,1,44.962,51.8624,0,1,0,0,0,0
2000-10-04,22.37,23.75,21.87,23.62,26179000.0,0.058718063648588226,24.291091691183084,-7.551790209884402,-3.452759497863541,-1,41.219,51.3336,0,1,0,0,0,0
